Medicine_ID,Medicine_Name,Strength,Use_Case,Alternative,Stock,Dosage_Instruction
2790,Cetirizine-7408,650 mg,Inflammation reduction,Equivalent composition,No,Use as directed by physician
2791,Ibuprofen-530,500 mg,Infection treatment,Alternate brand,No,Take after food once daily
2792,Amlodipine-908,500 mg,Diabetes control,Same API different brand,Yes,Use as directed by physician
2793,Pantoprazole-319,750 mg,Antibiotic,Equivalent composition,Yes,1 tablet twice daily after meals
2794,Ciprofloxacin-763,650 mg,Inflammation reduction,Over-the-counter option,No,Take after food once daily
2795,Ranitidine-510,100 mg,Fever control,Alternative formulation,No,1 capsule daily before breakfast
2796,Hydroxyzine-7877,500 mg,Diabetes control,Over-the-counter option,Yes,Use as directed by physician
2797,Ibuprofen-8919,750 mg,Fever control,Generic substitute,Yes,Half tablet in morning and night
2798,Pantoprazole-850,750 mg,Pain relief,Generic substitute,Yes,Use as directed by physician
2799,Atorvastatin-625,650 mg,Fever control,Equivalent composition,Yes,Half tablet in morning and night
2800,Losartan-270,500 mg,Cholesterol management,Same API different brand,No,Use as directed by physician
2801,Ibuprofen-7651,100 mg,Anxiety relief,Alternate brand,Yes,Take after food once daily
2802,Atorvastatin-540,750 mg,Anxiety relief,Alternate brand,No,Half tablet in morning and night
2803,Amlodipine-803,650 mg,Antibiotic,Same API different brand,No,1 tablet thrice daily
2804,Losartan-646,650 mg,Cold and allergy,Same API different brand,No,1 tablet thrice daily
2805,Amoxicillin-901,650 mg,Antibiotic,Generic substitute,No,1 tablet twice daily after meals
2806,Cetirizine-6385,1000 mg,Cold and allergy,Alternate brand,No,Take after food once daily
2807,Furosemide-433,1000 mg,Inflammation reduction,Alternative formulation,Yes,1 tablet twice daily after meals
2808,Atorvastatin-297,1000 mg,Fever control,Generic substitute,No,1 tablet twice daily after meals
2809,Atorvastatin-568,250 mg,Stomach acid reduction,Over-the-counter option,No,1 tablet twice daily after meals
2810,Amlodipine-939,750 mg,Anxiety relief,Alternate brand,Yes,1 tablet thrice daily
2811,Ibuprofen-9918,250 mg,Infection treatment,Over-the-counter option,Yes,Use as directed by physician
2812,Pantoprazole-901,750 mg,Stomach acid reduction,Generic substitute,No,1 capsule daily before breakfast
2813,Metformin-644,100 mg,Blood pressure control,Alternative formulation,Yes,Take after food once daily
2814,Amlodipine-692,1000 mg,Cholesterol management,Alternative formulation,No,Take after food once daily
2815,Ciprofloxacin-506,250 mg,Fever control,Alternate brand,Yes,Take after food once daily
2816,Metformin-613,750 mg,Diabetes control,Generic substitute,No,1 tablet thrice daily
2817,Ibuprofen-167,250 mg,Cold and allergy,Equivalent composition,No,1 tablet twice daily after meals
2818,Cetirizine-808,1000 mg,Cholesterol management,Generic substitute,Yes,1 tablet twice daily after meals
2819,Ibuprofen-758,500 mg,Antibiotic,Alternative formulation,Yes,Use as directed by physician
2820,Amoxicillin-142,1000 mg,Pain relief,Same API different brand,Yes,1 capsule daily before breakfast
2821,Furosemide-481,650 mg,Heartburn treatment,Equivalent composition,Yes,Take after food once daily
2822,Ranitidine-1019,250 mg,Stomach acid reduction,Alternate brand,Yes,1 tablet twice daily after meals
2823,Diclofenac-381,250 mg,Pain relief,Alternate brand,Yes,1 tablet thrice daily
2824,Losartan-6387,500 mg,Heartburn treatment,Generic substitute,No,1 tablet twice daily after meals
2825,Clopidogrel-819,1000 mg,Blood pressure control,Over-the-counter option,Yes,1 tablet twice daily after meals
2826,Paracetamol-264,250 mg,Stomach acid reduction,Same API different brand,Yes,1 tablet twice daily after meals
2827,Ranitidine-390,1000 mg,Infection treatment,Same API different brand,No,Take after food once daily
2828,Diclofenac-8880,500 mg,Fever control,Alternate brand,Yes,1 tablet twice daily after meals
2829,Pantoprazole-608,250 mg,Cold and allergy,Same API different brand,No,1 tablet thrice daily
2830,Cetirizine-639,1000 mg,Blood pressure control,Alternate brand,Yes,1 tablet twice daily after meals
2831,Ciprofloxacin-156,650 mg,Inflammation reduction,Alternative formulation,Yes,Take after food once daily
2832,Clopidogrel-117,750 mg,Diabetes control,Generic substitute,No,Take after food once daily
2833,Hydroxyzine-654,100 mg,Stomach acid reduction,Alternate brand,No,Half tablet in morning and night
2834,Ciprofloxacin-296,750 mg,Blood pressure control,Generic substitute,No,Take after food once daily
2835,Pantoprazole-504,1000 mg,Anxiety relief,Over-the-counter option,Yes,Half tablet in morning and night
2836,Furosemide-401,1000 mg,Blood pressure control,Alternate brand,No,Take after food once daily
2837,Ibuprofen-260,100 mg,Blood pressure control,Alternative formulation,Yes,1 capsule daily before breakfast
2838,Azithromycin-667,100 mg,Diabetes control,Generic substitute,Yes,1 capsule daily before breakfast
2839,Metoprolol-277,100 mg,Pain relief,Alternative formulation,No,1 tablet thrice daily
2840,Amoxicillin-560,1000 mg,Inflammation reduction,Generic substitute,No,1 capsule daily before breakfast
2841,Amoxicillin-577,500 mg,Heartburn treatment,Alternative formulation,Yes,1 tablet twice daily after meals
2842,Atorvastatin-676,100 mg,Stomach acid reduction,Over-the-counter option,Yes,1 capsule daily before breakfast
2843,Losartan-894,1000 mg,Diabetes control,Alternative formulation,No,1 tablet thrice daily
2844,Metoprolol-951,100 mg,Heartburn treatment,Over-the-counter option,No,Use as directed by physician
2845,Losartan-782,100 mg,Cholesterol management,Equivalent composition,No,1 tablet thrice daily
2846,Clopidogrel-210,250 mg,Cold and allergy,Over-the-counter option,No,1 tablet thrice daily
2847,Hydroxyzine-5102,250 mg,Antibiotic,Alternative formulation,No,Use as directed by physician
2848,Atorvastatin-397,750 mg,Inflammation reduction,Alternate brand,No,Half tablet in morning and night
2849,Cetirizine-910,750 mg,Anxiety relief,Alternate brand,Yes,1 tablet thrice daily
2850,Metoprolol-4757,100 mg,Heartburn treatment,Generic substitute,No,1 tablet twice daily after meals
2851,Azithromycin-842,500 mg,Heartburn treatment,Over-the-counter option,No,1 tablet twice daily after meals
2852,Amlodipine-485,250 mg,Diabetes control,Alternate brand,Yes,Take after food once daily
2853,Ibuprofen-317,100 mg,Diabetes control,Same API different brand,No,Take after food once daily
2854,Clopidogrel-367,650 mg,Blood pressure control,Alternate brand,No,1 tablet twice daily after meals
2855,Omeprazole-809,250 mg,Inflammation reduction,Over-the-counter option,Yes,Take after food once daily
2856,Cetirizine-123,250 mg,Stomach acid reduction,Alternative formulation,Yes,Half tablet in morning and night
2857,Metformin-822,1000 mg,Cold and allergy,Generic substitute,No,1 capsule daily before breakfast
2858,Metformin-680,100 mg,Blood pressure control,Generic substitute,No,Use as directed by physician
2859,Ibuprofen-379,650 mg,Cold and allergy,Same API different brand,No,1 capsule daily before breakfast
2860,Furosemide-4993,100 mg,Inflammation reduction,Alternative formulation,Yes,1 tablet thrice daily
2861,Metoprolol-899,250 mg,Infection treatment,Alternate brand,Yes,1 tablet twice daily after meals
2862,Atorvastatin-537,750 mg,Blood pressure control,Generic substitute,No,1 tablet twice daily after meals
2863,Losartan-384,750 mg,Diabetes control,Alternative formulation,Yes,1 tablet twice daily after meals
2864,Metoprolol-437,750 mg,Pain relief,Over-the-counter option,No,1 capsule daily before breakfast
2865,Levocetirizine-136,100 mg,Cold and allergy,Generic substitute,Yes,Half tablet in morning and night
2866,Amoxicillin-180,750 mg,Diabetes control,Over-the-counter option,Yes,1 tablet thrice daily
2867,Losartan-640,750 mg,Cold and allergy,Equivalent composition,No,Take after food once daily
2868,Levocetirizine-590,100 mg,Stomach acid reduction,Generic substitute,No,1 tablet thrice daily
2869,Clopidogrel-321,650 mg,Stomach acid reduction,Same API different brand,Yes,1 tablet twice daily after meals
2870,Omeprazole-452,650 mg,Fever control,Over-the-counter option,No,Use as directed by physician
2871,Amlodipine-1629,500 mg,Pain relief,Same API different brand,No,1 tablet thrice daily
2872,Pantoprazole-639,100 mg,Blood pressure control,Over-the-counter option,Yes,1 tablet twice daily after meals
2873,Azithromycin-641,100 mg,Fever control,Over-the-counter option,Yes,Half tablet in morning and night
2874,Diclofenac-327,500 mg,Inflammation reduction,Same API different brand,No,Use as directed by physician
2875,Paracetamol-133,100 mg,Inflammation reduction,Alternative formulation,Yes,1 capsule daily before breakfast
2876,Cetirizine-278,750 mg,Cholesterol management,Generic substitute,Yes,1 tablet thrice daily
2877,Paracetamol-144,250 mg,Anxiety relief,Alternate brand,No,1 capsule daily before breakfast
2878,Azithromycin-139,1000 mg,Diabetes control,Equivalent composition,No,1 tablet twice daily after meals
2879,Diclofenac-8968,100 mg,Fever control,Alternative formulation,No,1 capsule daily before breakfast
2880,Metoprolol-369,750 mg,Fever control,Generic substitute,No,Use as directed by physician
2881,Amoxicillin-741,1000 mg,Heartburn treatment,Equivalent composition,Yes,Use as directed by physician
2882,Ranitidine-967,250 mg,Inflammation reduction,Equivalent composition,No,Half tablet in morning and night
2883,Paracetamol-453,250 mg,Cholesterol management,Generic substitute,Yes,1 tablet thrice daily
2884,Losartan-304,500 mg,Stomach acid reduction,Same API different brand,Yes,Take after food once daily
2885,Furosemide-979,750 mg,Stomach acid reduction,Alternate brand,No,Use as directed by physician
2886,Diclofenac-333,750 mg,Blood pressure control,Equivalent composition,No,Take after food once daily
2887,Amlodipine-740,1000 mg,Cholesterol management,Equivalent composition,Yes,1 tablet twice daily after meals
2888,Omeprazole-723,250 mg,Inflammation reduction,Equivalent composition,No,Take after food once daily
2889,Ibuprofen-6060,500 mg,Anxiety relief,Alternative formulation,Yes,Use as directed by physician
2890,Metformin-580,250 mg,Cholesterol management,Same API different brand,No,Take after food once daily
2891,Hydroxyzine-447,650 mg,Diabetes control,Alternate brand,Yes,1 capsule daily before breakfast
2892,Ranitidine-971,100 mg,Inflammation reduction,Generic substitute,No,Use as directed by physician
2893,Ibuprofen-755,100 mg,Pain relief,Alternative formulation,Yes,1 capsule daily before breakfast
2894,Metoprolol-980,100 mg,Cholesterol management,Same API different brand,Yes,1 capsule daily before breakfast
2895,Furosemide-7904,1000 mg,Diabetes control,Generic substitute,No,1 tablet twice daily after meals
2896,Azithromycin-419,500 mg,Stomach acid reduction,Equivalent composition,No,1 tablet twice daily after meals
2897,Levocetirizine-884,1000 mg,Inflammation reduction,Same API different brand,Yes,Use as directed by physician
2898,Clopidogrel-104,1000 mg,Fever control,Generic substitute,No,1 tablet twice daily after meals
2899,Metformin-749,750 mg,Diabetes control,Alternative formulation,No,1 capsule daily before breakfast
2900,Cetirizine-136,1000 mg,Antibiotic,Over-the-counter option,Yes,Half tablet in morning and night
2901,Pantoprazole-963,500 mg,Antibiotic,Same API different brand,No,Take after food once daily
2902,Omeprazole-219,650 mg,Diabetes control,Alternate brand,No,1 capsule daily before breakfast
2903,Amoxicillin-357,500 mg,Anxiety relief,Equivalent composition,No,Take after food once daily
2904,Ibuprofen-937,250 mg,Fever control,Same API different brand,No,Half tablet in morning and night
2905,Amlodipine-783,100 mg,Pain relief,Equivalent composition,No,Take after food once daily
2906,Azithromycin-315,100 mg,Antibiotic,Alternate brand,No,1 capsule daily before breakfast
2907,Amoxicillin-502,500 mg,Heartburn treatment,Same API different brand,Yes,1 capsule daily before breakfast
2908,Azithromycin-787,1000 mg,Cold and allergy,Alternate brand,No,1 tablet thrice daily
2909,Metformin-7325,500 mg,Anxiety relief,Over-the-counter option,Yes,Take after food once daily
2910,Metoprolol-188,650 mg,Pain relief,Equivalent composition,Yes,Half tablet in morning and night
2911,Omeprazole-715,650 mg,Anxiety relief,Generic substitute,Yes,Use as directed by physician
2912,Cetirizine-318,750 mg,Infection treatment,Equivalent composition,Yes,1 tablet thrice daily
2913,Ciprofloxacin-898,650 mg,Cholesterol management,Same API different brand,No,1 capsule daily before breakfast
2914,Ranitidine-113,500 mg,Heartburn treatment,Alternative formulation,No,1 capsule daily before breakfast
2915,Metformin-6857,1000 mg,Antibiotic,Same API different brand,Yes,1 tablet twice daily after meals
2916,Metformin-982,750 mg,Cold and allergy,Over-the-counter option,No,Use as directed by physician
2917,Diclofenac-3254,500 mg,Stomach acid reduction,Alternative formulation,No,Use as directed by physician
2918,Diclofenac-800,100 mg,Diabetes control,Alternate brand,Yes,Take after food once daily
2919,Levocetirizine-5472,500 mg,Cholesterol management,Alternate brand,Yes,Use as directed by physician
2920,Ranitidine-4929,500 mg,Cold and allergy,Same API different brand,Yes,Half tablet in morning and night
2921,Paracetamol-602,500 mg,Fever control,Same API different brand,No,Use as directed by physician
2922,Clopidogrel-659,1000 mg,Anxiety relief,Alternative formulation,No,Half tablet in morning and night
2923,Ciprofloxacin-867,250 mg,Cholesterol management,Over-the-counter option,Yes,1 capsule daily before breakfast
2924,Amoxicillin-611,250 mg,Blood pressure control,Same API different brand,No,Use as directed by physician
2925,Losartan-926,500 mg,Anxiety relief,Equivalent composition,Yes,Half tablet in morning and night
2926,Metformin-894,750 mg,Diabetes control,Alternative formulation,Yes,1 capsule daily before breakfast
2927,Ibuprofen-729,100 mg,Anxiety relief,Over-the-counter option,No,Take after food once daily
2928,Furosemide-1374,250 mg,Pain relief,Same API different brand,No,Half tablet in morning and night
2929,Azithromycin-517,1000 mg,Anxiety relief,Equivalent composition,No,1 capsule daily before breakfast
2930,Atorvastatin-772,100 mg,Heartburn treatment,Alternate brand,No,1 tablet thrice daily
2931,Cetirizine-926,100 mg,Pain relief,Equivalent composition,Yes,1 tablet twice daily after meals
2932,Ciprofloxacin-344,650 mg,Stomach acid reduction,Alternative formulation,No,1 tablet twice daily after meals
2933,Metoprolol-767,650 mg,Cholesterol management,Alternate brand,No,Use as directed by physician
2934,Metformin-581,500 mg,Stomach acid reduction,Over-the-counter option,Yes,Half tablet in morning and night
2935,Diclofenac-215,500 mg,Fever control,Alternative formulation,No,Take after food once daily
2936,Ciprofloxacin-669,1000 mg,Anxiety relief,Same API different brand,No,Use as directed by physician
2937,Cetirizine-707,750 mg,Inflammation reduction,Alternate brand,No,Half tablet in morning and night
2938,Amlodipine-848,1000 mg,Diabetes control,Alternative formulation,No,1 tablet twice daily after meals
2939,Ibuprofen-327,250 mg,Fever control,Generic substitute,No,1 tablet twice daily after meals
2940,Losartan-579,500 mg,Fever control,Same API different brand,No,1 tablet twice daily after meals
2941,Metoprolol-133,750 mg,Antibiotic,Over-the-counter option,Yes,Take after food once daily
2942,Furosemide-281,650 mg,Blood pressure control,Alternate brand,No,Use as directed by physician
2943,Paracetamol-440,100 mg,Pain relief,Generic substitute,No,Half tablet in morning and night
2944,Azithromycin-372,750 mg,Cholesterol management,Alternative formulation,Yes,1 capsule daily before breakfast
2945,Atorvastatin-960,500 mg,Heartburn treatment,Equivalent composition,Yes,1 tablet thrice daily
2946,Ibuprofen-613,650 mg,Blood pressure control,Same API different brand,Yes,1 tablet twice daily after meals
2947,Omeprazole-443,500 mg,Antibiotic,Over-the-counter option,Yes,1 tablet thrice daily
2948,Atorvastatin-473,100 mg,Cold and allergy,Same API different brand,No,1 tablet thrice daily
2949,Hydroxyzine-692,750 mg,Inflammation reduction,Generic substitute,Yes,1 tablet thrice daily
2950,Pantoprazole-5761,250 mg,Heartburn treatment,Generic substitute,Yes,Take after food once daily
2951,Ibuprofen-453,1000 mg,Blood pressure control,Alternative formulation,No,Use as directed by physician
2952,Amlodipine-709,250 mg,Fever control,Same API different brand,No,Half tablet in morning and night
2953,Metoprolol-407,750 mg,Cold and allergy,Alternative formulation,Yes,1 capsule daily before breakfast
2954,Metoprolol-851,250 mg,Infection treatment,Same API different brand,Yes,Use as directed by physician
2955,Ibuprofen-224,500 mg,Inflammation reduction,Equivalent composition,No,1 tablet thrice daily
2956,Cetirizine-894,750 mg,Inflammation reduction,Equivalent composition,Yes,1 tablet twice daily after meals
2957,Amoxicillin-564,500 mg,Anxiety relief,Alternative formulation,No,Take after food once daily
2958,Diclofenac-454,650 mg,Fever control,Over-the-counter option,Yes,Half tablet in morning and night
2959,Amlodipine-419,750 mg,Antibiotic,Equivalent composition,No,1 capsule daily before breakfast
2960,Paracetamol-7958,1000 mg,Stomach acid reduction,Generic substitute,No,Use as directed by physician
2961,Levocetirizine-653,750 mg,Stomach acid reduction,Equivalent composition,No,Take after food once daily
2962,Paracetamol-234,100 mg,Anxiety relief,Alternative formulation,Yes,1 tablet thrice daily
2963,Omeprazole-438,250 mg,Diabetes control,Equivalent composition,Yes,Use as directed by physician
2964,Azithromycin-217,650 mg,Fever control,Alternate brand,No,Use as directed by physician
2965,Omeprazole-5057,250 mg,Heartburn treatment,Over-the-counter option,No,1 tablet thrice daily
2966,Ranitidine-230,650 mg,Cholesterol management,Over-the-counter option,No,1 capsule daily before breakfast
2967,Levocetirizine-647,650 mg,Antibiotic,Generic substitute,Yes,1 tablet twice daily after meals
2968,Metformin-545,250 mg,Inflammation reduction,Same API different brand,Yes,Half tablet in morning and night
2969,Hydroxyzine-709,500 mg,Cold and allergy,Alternate brand,Yes,1 capsule daily before breakfast
2970,Omeprazole-329,100 mg,Antibiotic,Alternative formulation,Yes,1 tablet twice daily after meals
2971,Levocetirizine-480,1000 mg,Antibiotic,Alternative formulation,No,1 tablet thrice daily
2972,Losartan-215,750 mg,Cold and allergy,Over-the-counter option,No,Take after food once daily
2973,Metformin-960,500 mg,Cholesterol management,Alternative formulation,Yes,Half tablet in morning and night
2974,Atorvastatin-9338,750 mg,Fever control,Equivalent composition,Yes,1 tablet thrice daily
2975,Atorvastatin-572,650 mg,Fever control,Alternate brand,No,1 capsule daily before breakfast
2976,Ibuprofen-9952,100 mg,Anxiety relief,Over-the-counter option,No,1 capsule daily before breakfast
2977,Paracetamol-288,1000 mg,Diabetes control,Alternative formulation,Yes,1 capsule daily before breakfast
2978,Azithromycin-9907,1000 mg,Infection treatment,Equivalent composition,No,Half tablet in morning and night
2979,Omeprazole-855,250 mg,Cold and allergy,Same API different brand,No,Use as directed by physician
2980,Hydroxyzine-627,650 mg,Fever control,Alternative formulation,No,1 tablet thrice daily
2981,Azithromycin-530,1000 mg,Infection treatment,Generic substitute,Yes,Use as directed by physician
2982,Pantoprazole-602,100 mg,Inflammation reduction,Same API different brand,No,1 tablet twice daily after meals
2983,Ranitidine-4952,750 mg,Infection treatment,Over-the-counter option,Yes,1 capsule daily before breakfast
2984,Cetirizine-878,1000 mg,Heartburn treatment,Alternative formulation,Yes,1 tablet thrice daily
2985,Amoxicillin-404,100 mg,Pain relief,Same API different brand,Yes,Use as directed by physician
2986,Ranitidine-161,500 mg,Diabetes control,Same API different brand,No,1 capsule daily before breakfast
2987,Losartan-3719,1000 mg,Fever control,Same API different brand,Yes,1 capsule daily before breakfast
2988,Pantoprazole-728,650 mg,Heartburn treatment,Equivalent composition,Yes,1 tablet twice daily after meals
2989,Hydroxyzine-7278,250 mg,Blood pressure control,Alternate brand,No,Use as directed by physician
2990,Losartan-608,500 mg,Antibiotic,Alternative formulation,No,1 tablet twice daily after meals
2991,Hydroxyzine-421,1000 mg,Anxiety relief,Over-the-counter option,Yes,1 capsule daily before breakfast
2992,Ranitidine-985,100 mg,Anxiety relief,Alternative formulation,Yes,1 tablet twice daily after meals
2993,Clopidogrel-758,1000 mg,Inflammation reduction,Alternate brand,Yes,Take after food once daily
2994,Paracetamol-461,250 mg,Stomach acid reduction,Alternative formulation,No,Half tablet in morning and night
2995,Metoprolol-733,250 mg,Cold and allergy,Same API different brand,Yes,1 capsule daily before breakfast
2996,Paracetamol-878,1000 mg,Fever control,Over-the-counter option,No,Half tablet in morning and night
2997,Losartan-326,1000 mg,Antibiotic,Equivalent composition,Yes,1 tablet twice daily after meals
2998,Metformin-258,100 mg,Blood pressure control,Generic substitute,No,Use as directed by physician
2999,Metoprolol-418,650 mg,Cholesterol management,Alternate brand,No,1 tablet thrice daily
3000,Clopidogrel-465,250 mg,Cholesterol management,Equivalent composition,No,Half tablet in morning and night
3001,Furosemide-380,250 mg,Heartburn treatment,Generic substitute,No,Take after food once daily
3002,Metoprolol-9023,750 mg,Heartburn treatment,Equivalent composition,Yes,Use as directed by physician
3003,Paracetamol-885,100 mg,Inflammation reduction,Alternative formulation,No,1 tablet thrice daily
3004,Metoprolol-7132,650 mg,Diabetes control,Equivalent composition,Yes,1 capsule daily before breakfast
3005,Azithromycin-815,500 mg,Anxiety relief,Alternate brand,Yes,Take after food once daily
3006,Hydroxyzine-193,250 mg,Stomach acid reduction,Equivalent composition,Yes,1 tablet twice daily after meals
3007,Losartan-526,250 mg,Blood pressure control,Alternate brand,Yes,1 tablet thrice daily
3008,Furosemide-545,750 mg,Pain relief,Over-the-counter option,Yes,Take after food once daily
3009,Hydroxyzine-430,100 mg,Inflammation reduction,Equivalent composition,No,Use as directed by physician
3010,Atorvastatin-570,250 mg,Stomach acid reduction,Over-the-counter option,No,1 capsule daily before breakfast
3011,Ibuprofen-470,1000 mg,Pain relief,Generic substitute,Yes,1 capsule daily before breakfast
3012,Amoxicillin-411,250 mg,Cold and allergy,Over-the-counter option,No,1 capsule daily before breakfast
3013,Amoxicillin-787,250 mg,Inflammation reduction,Alternate brand,Yes,1 tablet thrice daily
3014,Metoprolol-138,250 mg,Infection treatment,Generic substitute,No,Take after food once daily
3015,Clopidogrel-742,500 mg,Anxiety relief,Equivalent composition,Yes,1 tablet thrice daily
3016,Ranitidine-751,100 mg,Pain relief,Alternate brand,No,Take after food once daily
3017,Cetirizine-416,250 mg,Stomach acid reduction,Equivalent composition,Yes,1 capsule daily before breakfast
3018,Hydroxyzine-996,750 mg,Anxiety relief,Alternative formulation,No,Use as directed by physician
3019,Metoprolol-808,250 mg,Anxiety relief,Generic substitute,Yes,Take after food once daily
3020,Ranitidine-127,250 mg,Cholesterol management,Equivalent composition,No,1 tablet thrice daily
3021,Amlodipine-904,100 mg,Anxiety relief,Generic substitute,No,Use as directed by physician
3022,Diclofenac-498,100 mg,Inflammation reduction,Same API different brand,No,1 capsule daily before breakfast
3023,Paracetamol-999,1000 mg,Cold and allergy,Generic substitute,Yes,Use as directed by physician
3024,Furosemide-706,650 mg,Cholesterol management,Alternative formulation,Yes,Half tablet in morning and night
3025,Ciprofloxacin-649,650 mg,Heartburn treatment,Same API different brand,No,Take after food once daily
3026,Omeprazole-355,750 mg,Antibiotic,Same API different brand,Yes,Half tablet in morning and night
3027,Pantoprazole-9094,250 mg,Heartburn treatment,Generic substitute,Yes,1 capsule daily before breakfast
3028,Clopidogrel-773,750 mg,Cholesterol management,Generic substitute,No,Take after food once daily
3029,Cetirizine-572,100 mg,Fever control,Over-the-counter option,No,1 capsule daily before breakfast
3030,Metoprolol-8101,750 mg,Cholesterol management,Equivalent composition,No,Take after food once daily
3031,Paracetamol-487,650 mg,Heartburn treatment,Equivalent composition,Yes,1 capsule daily before breakfast
3032,Levocetirizine-682,1000 mg,Anxiety relief,Alternative formulation,Yes,1 capsule daily before breakfast
3033,Losartan-689,250 mg,Stomach acid reduction,Alternative formulation,No,1 tablet twice daily after meals
3034,Cetirizine-211,1000 mg,Infection treatment,Alternate brand,No,1 capsule daily before breakfast
3035,Hydroxyzine-827,750 mg,Inflammation reduction,Equivalent composition,Yes,1 tablet thrice daily
3036,Losartan-131,650 mg,Antibiotic,Over-the-counter option,No,Take after food once daily
3037,Pantoprazole-377,250 mg,Inflammation reduction,Alternative formulation,No,Half tablet in morning and night
3038,Ranitidine-557,650 mg,Cold and allergy,Same API different brand,No,Half tablet in morning and night
3039,Atorvastatin-116,250 mg,Stomach acid reduction,Same API different brand,No,1 tablet thrice daily
3040,Pantoprazole-407,650 mg,Infection treatment,Alternative formulation,Yes,1 tablet thrice daily
3041,Azithromycin-336,500 mg,Heartburn treatment,Alternate brand,Yes,Use as directed by physician
3042,Ibuprofen-321,500 mg,Cold and allergy,Alternate brand,No,1 tablet twice daily after meals
3043,Metoprolol-109,100 mg,Anxiety relief,Alternate brand,Yes,1 tablet thrice daily
3044,Pantoprazole-7379,250 mg,Inflammation reduction,Same API different brand,No,1 tablet thrice daily
3045,Metformin-403,500 mg,Diabetes control,Generic substitute,Yes,Half tablet in morning and night
3046,Omeprazole-840,100 mg,Pain relief,Same API different brand,No,Use as directed by physician
3047,Metoprolol-973,100 mg,Diabetes control,Equivalent composition,No,1 capsule daily before breakfast
3048,Omeprazole-892,250 mg,Anxiety relief,Generic substitute,No,Take after food once daily
3049,Ibuprofen-684,100 mg,Cholesterol management,Alternative formulation,No,1 capsule daily before breakfast
3050,Diclofenac-488,750 mg,Heartburn treatment,Over-the-counter option,Yes,Use as directed by physician
3051,Metoprolol-6750,650 mg,Stomach acid reduction,Alternate brand,No,Take after food once daily
3052,Furosemide-532,1000 mg,Heartburn treatment,Equivalent composition,Yes,1 tablet twice daily after meals
3053,Amlodipine-452,250 mg,Stomach acid reduction,Generic substitute,Yes,Take after food once daily
3054,Cetirizine-528,250 mg,Inflammation reduction,Equivalent composition,No,Half tablet in morning and night
3055,Metoprolol-845,500 mg,Pain relief,Alternate brand,Yes,Take after food once daily
3056,Metoprolol-924,650 mg,Cholesterol management,Same API different brand,No,Use as directed by physician
3057,Metoprolol-403,500 mg,Heartburn treatment,Alternate brand,Yes,Use as directed by physician
3058,Metformin-687,650 mg,Cholesterol management,Equivalent composition,No,1 tablet twice daily after meals
3059,Hydroxyzine-271,500 mg,Heartburn treatment,Equivalent composition,Yes,Take after food once daily
3060,Amlodipine-1182,500 mg,Blood pressure control,Alternative formulation,Yes,1 tablet twice daily after meals
3061,Furosemide-128,100 mg,Stomach acid reduction,Equivalent composition,Yes,1 tablet twice daily after meals
3062,Paracetamol-363,650 mg,Diabetes control,Alternative formulation,Yes,1 capsule daily before breakfast
3063,Cetirizine-628,650 mg,Cholesterol management,Same API different brand,Yes,Half tablet in morning and night
3064,Metformin-2547,750 mg,Inflammation reduction,Alternative formulation,Yes,Use as directed by physician
3065,Diclofenac-558,500 mg,Blood pressure control,Alternate brand,Yes,1 tablet thrice daily
3066,Hydroxyzine-409,500 mg,Antibiotic,Generic substitute,Yes,Use as directed by physician
3067,Hydroxyzine-612,250 mg,Cholesterol management,Same API different brand,No,Use as directed by physician
3068,Diclofenac-914,100 mg,Stomach acid reduction,Alternative formulation,Yes,Use as directed by physician
3069,Omeprazole-453,1000 mg,Heartburn treatment,Over-the-counter option,Yes,Half tablet in morning and night
3070,Metformin-950,1000 mg,Inflammation reduction,Equivalent composition,No,1 capsule daily before breakfast
3071,Cetirizine-366,750 mg,Blood pressure control,Same API different brand,No,Take after food once daily
3072,Diclofenac-6960,100 mg,Diabetes control,Over-the-counter option,Yes,Half tablet in morning and night
3073,Metformin-601,250 mg,Anxiety relief,Alternative formulation,Yes,1 tablet thrice daily
3074,Metoprolol-465,1000 mg,Blood pressure control,Alternate brand,Yes,Use as directed by physician
3075,Furosemide-961,1000 mg,Cold and allergy,Generic substitute,No,1 capsule daily before breakfast
3076,Paracetamol-332,650 mg,Fever control,Equivalent composition,Yes,Use as directed by physician
3077,Paracetamol-175,500 mg,Fever control,Same API different brand,Yes,Take after food once daily
3078,Losartan-225,250 mg,Pain relief,Same API different brand,No,1 tablet thrice daily
3079,Metoprolol-6215,650 mg,Pain relief,Equivalent composition,No,1 tablet twice daily after meals
3080,Ranitidine-5374,100 mg,Fever control,Generic substitute,No,Use as directed by physician
3081,Diclofenac-790,1000 mg,Anxiety relief,Same API different brand,Yes,1 capsule daily before breakfast
3082,Diclofenac-403,250 mg,Diabetes control,Generic substitute,Yes,Half tablet in morning and night
3083,Diclofenac-845,500 mg,Cholesterol management,Equivalent composition,Yes,Half tablet in morning and night
3084,Metformin-2818,500 mg,Inflammation reduction,Over-the-counter option,Yes,1 tablet thrice daily
3085,Amlodipine-570,250 mg,Cholesterol management,Alternate brand,Yes,1 capsule daily before breakfast
3086,Pantoprazole-7435,100 mg,Infection treatment,Same API different brand,No,1 capsule daily before breakfast
3087,Paracetamol-725,100 mg,Cold and allergy,Generic substitute,Yes,Half tablet in morning and night
